RowID	Path	Record	RecordBytes	English	Korean	Status	Note
794	Data/NPCData/088.EDT	10	480	I cannot talk for too long.	오래 이야기할 수 없어요.	번역완료	batch RowID 688-887
795	Data/NPCData/088.EDT	11	480	No, Madame Layla is the only one permitted to handle money.	안 돼요. 돈을 만질 수 있는 건 마담 레일라뿐이에요.	번역완료	batch RowID 688-887
796	Data/NPCData/088.EDT	12	480	Angel sent you? We must be careful. If Madame Layla knows why you are here, Mr. Klaus' men will descend upon this place quickly. He is the real owner, and he thinks nothing of human life.	엔젤이 보냈어요? 조심해야 해요. 마담 레일라가 당신들이 왜 왔는지 알면 클라우스 씨 부하들이 금방 들이닥칠 거예요. 진짜 주인은 그 사람이고, 사람 목숨 따윈 아무렇지도 않게 생각해요.	번역완료	batch RowID 688-887
797	Data/NPCData/088.EDT	13	480	This town is also full of off-duty soldiers. The Queen sends them here on leave. Mr. Klaus and Deidranna have an arrangement. He operates this town to entertain her Army, and she leaves him alone.	이 도시엔 휴가 나온 군인도 가득해요. 여왕이 여기로 보내 쉬게 하죠. 클라우스 씨와 데이드라나는 거래가 있어요. 그가 군인들을 즐겁게 해주는 대가로 여왕은 산모나를 건드리지 않죠.	번역완료	batch RowID 688-887
798	Data/NPCData/088.EDT	14	480	In exchange, he sometimes assassinates the soldiers she wishes not to return. We must be careful of everyone, or we will not leave this place alive. Shall I follow you?	그 대가로 가끔 여왕이 돌아오길 원치 않는 군인들을 그가 암살하기도 해요. 누구든 조심해야 해요. 안 그러면 우린 여기서 살아서 못 나가요. 따라갈까요?	번역완료	batch RowID 688-887
799	Data/NPCData/088.EDT	15	480	It is hard to believe I am here with you, Angel. You mustn't worry... everything went fine. The people you sent to get me were extremely clever and discreet. It is great to see you, Angel.	엔젤, 정말 당신과 여기 있다니 믿기지 않아. 걱정하지 마... 다 잘됐어. 당신이 보내준 사람들은 정말 영리하고 조심스러웠어. 다시 보니 너무 좋아, 엔젤.	번역완료	batch RowID 688-887
800	Data/NPCData/088.EDT	16	480	It is hard to believe I am here with you, Angel... But we must hurry! There were problems getting out. Kingpin's men will not be far behind. They will kill me if they see me, Angel. Other girls have met the same fate.	엔젤, 정말 당신과 여기 있다니 믿기지 않아... 하지만 서둘러야 해! 빠져나오는 데 문제가 있었어. 킹핀의 부하들이 금방 쫓아올 거야. 날 보면 죽일 거야, 엔젤. 다른 여자들도 그렇게 됐어.	번역완료	batch RowID 688-887
801	Data/NPCData/088.EDT	17	480	Why? Why?	왜요? 왜요?	번역완료	batch RowID 688-887
802	Data/NPCData/088.EDT	18	480	We have to be going. We have already spent far too much time in San Mona.	가야 해요. 산모나에서 이미 너무 오래 있었어요.	번역완료	batch RowID 688-887
803	Data/NPCData/088.EDT	19	480	I cannot wait to see my brother.	오빠를 빨리 보고 싶어요.	번역완료	batch RowID 688-887
804	Data/NPCData/088.EDT	20	480	What are you doing? Where is Angel?	뭐 하는 거예요? 엔젤은 어디 있어요?	번역완료	batch RowID 688-887
805	Data/NPCData/088.EDT	21	480	Don't... Nooooo! Leave me alone!	안 돼... 싫어어어! 놔줘요!	번역완료	batch RowID 688-887
806	Data/NPCData/088.EDT	22	480	No, not now! The bullets... Do something about the shooting.	안 돼, 지금은 안 돼요! 총알이... 총격부터 어떻게 해주세요.	번역완료	batch RowID 688-887
807	Data/NPCData/088.EDT	23	480	I've never been so scared. Please take me to my brother now.	이렇게 무서웠던 적은 없어요. 제발 지금 오빠한테 데려다주세요.	번역완료	batch RowID 688-887
808	Data/NPCData/089.EDT	1	480	Feel free to browse. Only the finest quality leathers are available in my shop. If I can be of any help... my name is Angel.	편하게 둘러보세요. 저희 가게에는 최고급 가죽만 있습니다. 도움이 필요하시면... 제 이름은 엔젤입니다.	번역완료	batch RowID 688-887
809	Data/NPCData/089.EDT	2	480	Hello...	안녕하세요...	번역완료	batch RowID 688-887
810	Data/NPCData/089.EDT	3	480	It's a shame you are here only now. Two weeks ago, I had my pre-inventory clearance sale. The prices on everything were slashed drastically.	이제 오신 게 아쉽군요. 2주 전에 재고조사 전 떨이 세일을 했는데, 모든 물건을 대폭 할인했거든요.	번역완료	batch RowID 688-887
811	Data/NPCData/089.EDT	4	480	I have owned this store for nearly a year now.	이 가게를 운영한 지 거의 1년 됐습니다.	번역완료	batch RowID 688-887
812	Data/NPCData/089.EDT	5	480	I am not really set up for bartering. However, I do accept all the major credit cards.	물물교환은 받지 않습니다. 대신 주요 신용카드는 모두 받죠.	번역완료	batch RowID 688-887
813	Data/NPCData/089.EDT	6	480	It is best to keep your head low and go about your business in San Mona. It can be a very dangerous town otherwise. It costs me a fortune in fees just to operate my shop in peace.	산모나에서는 고개를 숙이고 자기 일만 하는 게 좋습니다. 안 그러면 아주 위험한 도시가 되죠. 가게를 조용히 운영하려고 내는 상납금만 해도 엄청납니다.	번역완료	batch RowID 688-887
814	Data/NPCData/089.EDT	7	480	Have I done something to upset you?	제가 기분 나쁘게 한 게 있습니까?	번역완료	batch RowID 688-887
815	Data/NPCData/089.EDT	8	480	I am not really a man of war.	전 싸움에 어울리는 사람은 아닙니다.	번역완료	batch RowID 688-887
816	Data/NPCData/089.EDT	9	480	I was afraid this would happen...	이런 일이 생길까 봐 두려웠습니다...	번역완료	batch RowID 688-887
817	Data/NPCData/089.EDT	10	480	I have things to attend to. If you need me, I'll be here.	할 일이 좀 있습니다. 필요하면 여기 있을게요.	번역완료	batch RowID 688-887
818	Data/NPCData/089.EDT	11	480	Thank you. I am sure you'll be satisfied with your purchase. The vest is extremely durable. It will no doubt last you a lifetime.	감사합니다. 구매하신 물건에 만족하실 겁니다. 이 조끼는 아주 튼튼해서 평생 써도 될 정도죠.	번역완료	batch RowID 688-887
819	Data/NPCData/089.EDT	12	480	I have a very unique item for sale. It is something I believe might interest you. A kevlar-treated leather vest... Very fashionable, yet extremely practical. I could let it go for, say $950 dollars.	아주 특별한 물건이 하나 있습니다. 관심이 있으실 것 같군요. 케블라 처리한 가죽 조끼입니다... 멋도 나고 실용적이죠. 950달러면 내놓겠습니다.	번역완료	batch RowID 688-887
820	Data/NPCData/089.EDT	13	480	You don't owe me any money.	제게 빚진 돈은 없습니다.	번역완료	batch RowID 688-887
821	Data/NPCData/089.EDT	14	480	And how will you be paying for that?	그건 어떻게 지불하시겠습니까?	번역완료	batch RowID 688-887
822	Data/NPCData/089.EDT	15	480	I am going to put my faith in you. You seem trustworthy, and I sense this may be my only chance... My sister, Maria, was taken from our home in Meduna just over a year ago. She is being forced to work as a prostitute.	당신을 믿어보겠습니다. 믿을 만한 분 같고, 제게 남은 유일한 기회일지도 모르겠군요... 제 여동생 마리아는 1년 조금 전에 메두나의 집에서 끌려갔습니다. 지금은 매춘부로 일하도록 강요받고 있습니다.	번역완료	batch RowID 688-887
823	Data/NPCData/089.EDT	16	480	I moved to San Mona and opened this leather shop so I could be close to the Shady Lady brothel where she is being forced to work. She once was a very innocent and naive girl. I fear that is no longer the case.	마리아가 강제로 일하는 셰이디 레이디 매음굴 가까이에 있으려고 산모나로 와 이 가죽 가게를 열었습니다. 원래는 아주 순진하고 세상 물정 모르는 아이였는데... 지금은 그렇지 않을까 두렵군요.	번역완료	batch RowID 688-887
824	Data/NPCData/089.EDT	17	480	I beg you to rescue her, to free her from the brothel and to bring her back here to me. I will give you everything I own. I can't afford to pay you cash, but I know where you can find some.	부탁입니다. 마리아를 구해서 매음굴에서 빼내 이곳으로 데려와 주세요. 제가 가진 건 전부 드리겠습니다. 현금으로 보상할 형편은 안 되지만, 돈을 구할 곳은 알고 있습니다.	번역완료	batch RowID 688-887
825	Data/NPCData/089.EDT	18	480	However, you must be careful. The Shady Lady is owned by Kingpin. If he knows it was you who spirited her away, or you engage his men in battle, he will kill us all.	하지만 아주 조심해야 합니다. 셰이디 레이디의 주인은 킹핀입니다. 당신들이 마리아를 빼돌렸다는 걸 알거나 그의 부하들과 싸우기라도 하면 우리 모두를 죽일 겁니다.	번역완료	batch RowID 688-887
826	Data/NPCData/089.EDT	19	480	Maria! Can it be true? God bless you... It is a miracle.	마리아! 정말 너구나? 하느님 감사합니다... 기적이야.	번역완료	batch RowID 688-887
827	Data/NPCData/089.EDT	20	480	You have done exactly as I asked. I am forever grateful... I no longer have need of this leather shop. It is yours to do with as you wish. Here is the deed...	부탁한 그대로 해주셨군요. 평생 감사하겠습니다... 이제 이 가죽 가게는 제게 필요 없습니다. 마음대로 쓰세요. 여기 가게 소유권 증서입니다...	번역완료	batch RowID 688-887
828	Data/NPCData/089.EDT	21	480	This treated leather vest is yours as well...	이 케블라 처리 가죽 조끼도 가지세요...	번역완료	batch RowID 688-887
829	Data/NPCData/089.EDT	22	480	Maria has told me in the past that she knows where Mr. Klaus hides his money. It was information I would never dare make use of. You, however, may be capable of stealing from Kingpin... and getting away with it.	마리아가 예전에 클라우스 씨가 돈을 숨기는 곳을 안다고 했습니다. 전 감히 이용할 생각도 못 했죠. 하지만 당신들이라면 킹핀의 돈을 훔치고... 무사히 빠져나올 수도 있겠군요.	번역완료	batch RowID 688-887
830	Data/NPCData/089.EDT	23	480	He hides it deep in San Mona's abandoned mine. There must be a fortune there. I don't how well-guarded it is, since few know about it, and those that do, would never cross him.	산모나의 버려진 광산 깊숙한 곳에 숨겨둡니다. 엄청난 돈이 있을 겁니다. 아는 사람이 적고, 아는 사람도 감히 그를 거스르지 않으니 경비가 얼마나 되는지는 모르겠습니다.	번역완료	batch RowID 688-887
831	Data/NPCData/089.EDT	24	480	We must be going. Madame Layla and Kingpin will no waste any time looking for Maria.	이제 가야 합니다. 마담 레일라와 킹핀은 마리아를 찾는 데 시간을 낭비하지 않을 겁니다.	번역완료	batch RowID 688-887
832	Data/NPCData/089.EDT	25	480	It is so good to see you, Maria. I am sorry for all that has happened. We will start over, somewhere safe. Were you able to get away quietly? Will they be looking for us?	마리아, 다시 보니 정말 좋구나. 네게 일어난 모든 일이 미안해. 안전한 곳에서 새로 시작하자. 조용히 빠져나올 수 있었니? 우리를 찾고 있을까?	번역완료	batch RowID 688-887
833	Data/NPCData/089.EDT	26	480	Nonetheless... We must move quickly. I have waited too long to lose you now, Maria. We shall leave the country immediately... I will help you put this behind you.	그래도... 서둘러야 해. 이렇게 오래 기다렸는데 이제 와서 널 잃을 순 없어, 마리아. 당장 이 나라를 떠나자... 이 일은 잊을 수 있게 내가 도와줄게.	번역완료	batch RowID 688-887
834	Data/NPCData/089.EDT	27	480	I was afraid this would happen. We must leave immediately! I warned you about this... Mr. Klaus will hunt us down like dogs! Let's go, Maria.	이럴 줄 알았어. 당장 떠나야 해! 내가 경고했잖아... 클라우스 씨가 우릴 개처럼 사냥할 거야! 가자, 마리아.	번역완료	batch RowID 688-887
835	Data/NPCData/089.EDT	28	480	Those idiots. It is exactly what I told them not to do. We will leave immediately.	그 바보들. 하지 말라고 한 짓을 그대로 했군. 당장 떠나자.	번역완료	batch RowID 688-887
836	Data/NPCData/089.EDT	29	480	Would it be all right if you came back tomorrow? It is already past my usual closing time.	내일 다시 와주실 수 있습니까? 벌써 평소 영업 종료 시간이 지났습니다.	번역완료	batch RowID 688-887
837	Data/NPCData/089.EDT	30	480	If you want me to help you, you will have to rescue my sister. Kill me if you must, but you will not get anything from me.	제 도움을 원한다면 제 여동생부터 구해주세요. 절 죽여도 좋지만, 그전엔 아무것도 얻지 못할 겁니다.	번역완료	batch RowID 688-887
838	Data/NPCData/089.EDT	31	480	I promised the soldiers who rescued you a reward. I will leave the deed to the shop here. Hopefully, they will find it. We must go now.	널 구해준 병사들에게 보상을 약속했어. 가게 소유권 증서를 여기 두고 갈게. 그들이 찾아주길 바라야지. 이제 가자.	번역완료	batch RowID 688-887
839	Data/NPCData/089.EDT	32	480	I did not know if you were coming. You have done exactly as I have asked. We are forever grateful. I left the deed to the leather shop as a token of my appreciation.	당신들이 올지 몰랐습니다. 부탁한 일을 그대로 해주셨군요. 우리는 평생 감사할 겁니다. 감사의 표시로 가죽 가게 소유권 증서를 남겨두었습니다.	번역완료	batch RowID 688-887
840	Data/NPCData/089.EDT	33	480	You are a madman!	미쳤군요!	번역완료	batch RowID 688-887
841	Data/NPCData/089.EDT	34	480	That's not enough. I said $950.	부족합니다. 950달러라고 했습니다.	번역완료	batch RowID 688-887
842	Data/NPCData/089.EDT	35	480	That's too much. I don't have change. Do you have the exact amount?	너무 많습니다. 거스름돈이 없어요. 정확한 금액은 없습니까?	번역완료	batch RowID 688-887
843	Data/NPCData/089.EDT	36	480	I don't conduct business with bullets flying.	총알이 날아다니는 중에는 장사하지 않습니다.	번역완료	batch RowID 688-887
844	Data/NPCData/090.EDT	1	480	I don't know no Joey...	난 조이라는 애 몰라...	번역완료	batch RowID 688-887
845	Data/NPCData/090.EDT	2	480	Haven't ya got something better to do? Like...isn't there a war going on or something?	다른 할 일 없어? 뭐... 전쟁 중이라든가 그런 거 있잖아?	번역완료	batch RowID 688-887
846	Data/NPCData/090.EDT	3	480	She's not my real mother, you know.	그 사람 내 친엄마 아니야, 알지?	번역완료	batch RowID 688-887
847	Data/NPCData/090.EDT	4	480	She said it was okay - I swear.	괜찮다고 했다니까. 진짜야.	번역완료	batch RowID 688-887
848	Data/NPCData/090.EDT	5	480	I don't want nothing from you.	너한테 아무것도 필요 없어.	번역완료	batch RowID 688-887
849	Data/NPCData/090.EDT	6	480	Ya know, I could show ya around. Introduce you to some of the nicer girls in San Mona.	원하면 내가 구경시켜줄 수도 있어. 산모나에서 괜찮은 여자애들도 소개해주고.	번역완료	batch RowID 688-887
850	Data/NPCData/090.EDT	7	480	Ya sound just like my dad.	우리 아빠랑 똑같이 말하네.	번역완료	batch RowID 688-887
851	Data/NPCData/090.EDT	8	480	No way. I didn't come up here to get killed, you know. I came up here to get... ah, never mind.	말도 안 돼. 죽으러 여기까지 온 게 아니거든. 난 여기 와서 좀... 아, 됐어.	번역완료	batch RowID 688-887
852	Data/NPCData/090.EDT	9	480	Uggh... mommy... mommy!	으윽... 엄마... 엄마!	번역완료	batch RowID 688-887
853	Data/NPCData/090.EDT	10	480	Just leave me alone.	그냥 날 내버려둬.	번역완료	batch RowID 688-887
854	Data/NPCData/090.EDT	11	480	I bet ya won't even give me a chance to spend it before you force me to go home.	집에 억지로 보내기 전에 이 돈 쓸 기회조차 안 줄 것 같네.	번역완료	batch RowID 688-887
855	Data/NPCData/090.EDT	12	480	Okay, I'll go with you. Just don't let anything happen to me. My mom will be really disappointed if she isn't the one that gets to kill me.	알았어, 같이 갈게. 대신 나한테 무슨 일 생기게 하지 마. 엄마가 직접 날 죽이지 못하면 정말 실망할 거야.	번역완료	batch RowID 688-887
856	Data/NPCData/090.EDT	13	480	What ya doing? You can't just leave me here! I'll be good... I swear.	뭐 하는 거야? 나 여기 두고 가면 안 되지! 얌전히 있을게... 진짜야.	번역완료	batch RowID 688-887
857	Data/NPCData/090.EDT	14	480	I hope my dad's not drunk when I get home. He's gonna kill me... Well maybe, if I'm lucky, he won't be there.	집에 갔을 때 아빠가 술 안 마셨으면 좋겠다. 날 죽이려 들 텐데... 뭐, 운 좋으면 집에 없겠지.	번역완료	batch RowID 688-887
858	Data/NPCData/090.EDT	15	480	I got lost, Mom... I took a wrong turn, and then I was a little confused as to where I was... and then they found me... I was really lucky, Mom.	길을 잃었어, 엄마... 잘못 꺾었고, 어디 있는지도 헷갈렸는데... 그러다 이 사람들이 날 찾았어. 정말 운이 좋았어, 엄마.	번역완료	batch RowID 688-887
859	Data/NPCData/090.EDT	16	480	Okay, Mom... Uhh, dad hasn't been drinking, has he?	알았어, 엄마... 어, 아빠 술 마신 건 아니지?	번역완료	batch RowID 688-887
860	Data/NPCData/090.EDT	17	480	I don't want to join you. I don't want to have anything to do with you. I just want to be left alone down here.	너희랑 합류하기 싫어. 아무 상관도 하고 싶지 않아. 그냥 여기 아래에서 혼자 있고 싶어.	번역완료	batch RowID 688-887
861	Data/NPCData/090.EDT	18	480	I tell you what... Since I know you're gonna save my skin with my mom, I'll let you in on something... Somebody's stashing cash down here. There's tons of it!	좋아, 하나 알려줄게... 엄마한테서 내 목숨 구해줄 거니까 말이지. 누가 여기 아래에 현금을 숨겨놨어. 엄청 많아!	번역완료	batch RowID 688-887
862	Data/NPCData/090.EDT	19	480	Sure, I'll take it, but I don't need it. This place is full of money.	그래, 받을게. 근데 딱히 필요하진 않아. 여긴 돈이 널렸거든.	번역완료	batch RowID 688-887
863	Data/NPCData/090.EDT	20	480	You're crazy!	너 미쳤어!	번역완료	batch RowID 688-887
864	Data/NPCData/090.EDT	21	480	No more foolin' around, okay? I'll do exactly what you tell me - I promise!	이제 장난 안 칠게, 알았지? 시키는 대로 뭐든 할게. 약속해!	번역완료	batch RowID 688-887
865	Data/NPCData/090.EDT	22	480	Make the shooting stop!	총격 좀 멈춰줘!	번역완료	batch RowID 688-887
866	Data/NPCData/091.EDT	1	480	Yes.	예.	번역완료	batch RowID 688-887
867	Data/NPCData/091.EDT	2	480	A returning customer...	다시 찾아주셨군요...	번역완료	batch RowID 688-887
868	Data/NPCData/091.EDT	3	480	The demand for firearms is growing quickly.	총기 수요가 빠르게 늘고 있습니다.	번역완료	batch RowID 688-887
869	Data/NPCData/091.EDT	4	480	Weapons. They are a good business to be in right now.	무기는 요즘 장사가 잘되는 품목이죠.	번역완료	batch RowID 688-887
870	Data/NPCData/091.EDT	5	480	I do not want that.	그건 필요 없습니다.	번역완료	batch RowID 688-887
871	Data/NPCData/091.EDT	6	480	I have nothing really to say to you.	딱히 드릴 말씀은 없군요.	번역완료	batch RowID 688-887
872	Data/NPCData/091.EDT	7	480	Keep it down. The walls are like cardboard.	조용히 하세요. 벽이 종잇장처럼 얇습니다.	번역완료	batch RowID 688-887
873	Data/NPCData/091.EDT	8	480	That will not happen. I am very comfortable here in my business.	그럴 일은 없습니다. 전 지금 하는 장사가 아주 마음에 듭니다.	번역완료	batch RowID 688-887
874	Data/NPCData/091.EDT	9	480	A doctor... A doctor soon.	의사... 빨리 의사를...	번역완료	batch RowID 688-887
875	Data/NPCData/091.EDT	10	480	I am terribly sorry. I do not have any more time.	정말 죄송하지만 더는 시간이 없습니다.	번역완료	batch RowID 688-887
876	Data/NPCData/091.EDT	11	480	Maybe you should show me what you want to buy...	사고 싶은 물건을 보여주시겠습니까?	번역완료	batch RowID 688-887
877	Data/NPCData/091.EDT	12	480	Point out what it is you are interested in.	관심 있는 물건을 가리켜 주세요.	번역완료	batch RowID 688-887
878	Data/NPCData/091.EDT	13	480	The selection this time of year is excellent.	이 시기에는 물건 구성이 아주 좋습니다.	번역완료	batch RowID 688-887
879	Data/NPCData/091.EDT	14	480	It is okay. Take your time.	괜찮습니다. 천천히 보세요.	번역완료	batch RowID 688-887
880	Data/NPCData/091.EDT	15	480	You wish to consider a trade, right?	교환을 생각하고 계신 거죠?	번역완료	batch RowID 688-887
881	Data/NPCData/091.EDT	16	480	You are interested in selling, is this correct?	물건을 파시려는 게 맞습니까?	번역완료	batch RowID 688-887
882	Data/NPCData/091.EDT	17	480	Hmm. Let me see what we have here...	흠. 어디 한번 보죠...	번역완료	batch RowID 688-887
883	Data/NPCData/091.EDT	18	480	I regret I am only interested in weapons and their accessories.	죄송하지만 무기와 그 부속품만 삽니다.	번역완료	batch RowID 688-887
884	Data/NPCData/091.EDT	19	480	Worthless...	가치가 없군요...	번역완료	batch RowID 688-887
885	Data/NPCData/091.EDT	20	480	It is third market, second market at best. There is only so much I can do.	삼류 물건이군요. 잘 쳐줘야 이류입니다. 제가 해드릴 수 있는 건 이 정도뿐이죠.	번역완료	batch RowID 688-887
886	Data/NPCData/091.EDT	21	480	There is value to this. I will pay a fair price.	이건 가치가 있군요. 적정한 값을 드리겠습니다.	번역완료	batch RowID 688-887
887	Data/NPCData/091.EDT	22	480	Unfortunately, it's not enough to buy the things you wanted.	유감이지만 원하신 물건을 사기엔 금액이 부족합니다.	번역완료	batch RowID 688-887
888	Data/NPCData/091.EDT	23	480	The deal is done. Anything else?	거래는 끝났습니다. 또 필요한 게 있습니까?	번역완료	batch RowID 888-1087
889	Data/NPCData/091.EDT	24	480	All right, there's your purchase and your change.	좋습니다. 구매하신 물건과 거스름돈입니다.	번역완료	batch RowID 888-1087
890	Data/NPCData/091.EDT	25	480	Very good. You know where to find me if you are interested in doing more business.	아주 좋습니다. 더 거래하고 싶으시면 어디로 오실지 아시겠죠.	번역완료	batch RowID 888-1087
891	Data/NPCData/091.EDT	26	480	Perhaps, next time things will be different.	다음에는 사정이 달라질지도 모르죠.	번역완료	batch RowID 888-1087
892	Data/NPCData/091.EDT	27	480	Excuse me. You are forgetting your stuff.	실례합니다. 물건을 두고 가셨습니다.	번역완료	batch RowID 888-1087
893	Data/NPCData/091.EDT	28	480	No, I cannot afford to buy anything else at the moment.	아뇨, 지금은 더 살 여유가 없습니다.	번역완료	batch RowID 888-1087
894	Data/NPCData/091.EDT	29	480	You, are a dead bastard!	넌 이제 죽은 목숨이다, 개자식아!	번역완료	batch RowID 888-1087
895	Data/NPCData/092.EDT	1	480	I'm Frank. Keeper of the ale for whatever ails you.	난 프랭크야. 뭐가 아프든 술만 한 약은 없지.	번역완료	batch RowID 888-1087
896	Data/NPCData/092.EDT	2	480	Welcome back...	다시 왔군...	번역완료	batch RowID 888-1087
897	Data/NPCData/092.EDT	3	480	I meet all kinds. Some are more interesting than others.	별별 사람을 다 만나지. 그중엔 꽤 재미있는 사람도 있고.	번역완료	batch RowID 888-1087
898	Data/NPCData/092.EDT	4	480	I don't nip at the stuff, myself. Not at work anyway... Just weekends, and only when I have friends over. Holidays, too, I guess, if they count.	난 술은 입에도 안 대. 적어도 일할 때는 말이지... 주말에 친구들이 놀러 올 때만 좀 마셔. 휴일에도 마시고, 뭐, 그것도 친다면.	번역완료	batch RowID 888-1087
899	Data/NPCData/092.EDT	5	480	I'd prefer cash.	현금이면 좋겠군.	번역완료	batch RowID 888-1087
900	Data/NPCData/092.EDT	6	480	Money talks, bullshit walks. You ever hear that?	돈이면 말이 통하고 헛소리는 꺼지는 법이지. 들어봤어?	번역완료	batch RowID 888-1087
901	Data/NPCData/092.EDT	7	480	You don't want to be pushing yourself on people in this town. We aren't like the rest of the country.	이 동네에선 남한테 억지로 들이대지 않는 게 좋아. 우린 이 나라 다른 곳이랑 다르거든.	번역완료	batch RowID 888-1087
902	Data/NPCData/092.EDT	8	480	Ya, sure, right... Think it out a bit. Surrounded by booze or bullets? It really ain't worth askin'.	그래, 뭐... 좀 생각해봐. 술에 둘러싸일래, 총알에 둘러싸일래? 물어볼 것도 없잖아.	번역완료	batch RowID 888-1087
903	Data/NPCData/092.EDT	9	480	What badass luck... Ya gotta get me something to drink for the pain...	재수도 더럽게 없네... 통증 좀 가시게 술 한잔 갖다줘...	번역완료	batch RowID 888-1087
904	Data/NPCData/092.EDT	10	480	I won't be far if you need me.	필요하면 근처에 있을게.	번역완료	batch RowID 888-1087
905	Data/NPCData/092.EDT	11	480	Muchos gracias.	무초스 그라시아스.	번역완료	batch RowID 888-1087
906	Data/NPCData/092.EDT	12	480	So, what can I get ya?	그래, 뭘 줄까?	번역완료	batch RowID 888-1087
907	Data/NPCData/092.EDT	13	480	Decisions... Decisions... Decisions...	고민되네... 고민돼... 고민돼...	번역완료	batch RowID 888-1087
908	Data/NPCData/092.EDT	14	480	Hey, we're open for a while yet - take your time.	이봐, 아직 영업시간 남았어. 천천히 골라.	번역완료	batch RowID 888-1087
909	Data/NPCData/092.EDT	15	480	Hope you aren't planning to pay for your booze with that.	설마 그걸로 술값 낼 생각은 아니겠지.	번역완료	batch RowID 888-1087
910	Data/NPCData/092.EDT	16	480	I don't want to purchase anything, man. I'm running a bar not a freakin' flea market.	난 아무것도 안 사, 친구. 여긴 술집이지 망할 벼룩시장이 아니라고.	번역완료	batch RowID 888-1087
911	Data/NPCData/092.EDT	17	480	Hmm, interesting stuff...	흠, 재미있는 물건들이군...	번역완료	batch RowID 888-1087
912	Data/NPCData/092.EDT	18	480				
913	Data/NPCData/092.EDT	19	480	But I only accept cash.	하지만 난 현금만 받아.	번역완료	batch RowID 888-1087
914	Data/NPCData/092.EDT	20	480				
915	Data/NPCData/092.EDT	21	480				
916	Data/NPCData/092.EDT	22	480				
917	Data/NPCData/092.EDT	23	480	Tipping is permitted, you know.	팁 줘도 되는 거 알지?	번역완료	batch RowID 888-1087
918	Data/NPCData/092.EDT	24	480	Here ya go. And thanks for the tip.	자, 여기. 팁 고마워.	번역완료	batch RowID 888-1087
919	Data/NPCData/092.EDT	25	480	Give me a holler when you're ready for more.	더 필요하면 불러.	번역완료	batch RowID 888-1087
920	Data/NPCData/092.EDT	26	480	Whatever... just let me know when you're ready.	뭐든... 준비되면 말만 해.	번역완료	batch RowID 888-1087
921	Data/NPCData/092.EDT	27	480	Drink up, there... or maybe you want this to go?	자, 마셔... 아니면 포장해 갈래?	번역완료	batch RowID 888-1087
922	Data/NPCData/092.EDT	28	480				
923	Data/NPCData/092.EDT	29	480	Look, I tried to be polite, but you're making it personal. Either you drop the attitude, or I drop-kick your nambyass-ass the hell out of here.	이봐, 좋게 말하려고 했는데 자꾸 개인적인 문제로 만들잖아. 그 태도 집어치우든가, 아니면 내가 네 물러터진 엉덩이를 걷어차서 밖으로 내쫓아주지.	번역완료	batch RowID 888-1087
924	Data/NPCData/092.EDT	30	480	What are you, stupid? You don't understand English? Understand this, twit!	너 바보냐? 영어도 못 알아들어? 그럼 이거나 알아먹어, 멍청아!	번역완료	batch RowID 888-1087
925	Data/NPCData/092.EDT	31	480	You weren't invited, turdfly!	누가 널 불렀다고 그래, 똥파리 자식아!	번역완료	batch RowID 888-1087
926	Data/NPCData/092.EDT	32	480	Carmen was around. Told me to pass the word... He's in Cambria, if you're looking for him.	카르멘이 왔다 갔어. 전해달라더군... 찾고 있으면 캄브리아에 있대.	번역완료	batch RowID 888-1087
927	Data/NPCData/092.EDT	33	480	If you're looking for Carmen, well ya just missed him. He's headed to Drassen.	카르멘 찾는 거면 방금 놓쳤어. 드라센으로 갔어.	번역완료	batch RowID 888-1087
928	Data/NPCData/092.EDT	34	480	Over there is someone I think you should meet. I can vouch for him. Carmen comes in here a lot.	저기 만나볼 만한 사람이 있어. 내가 보증할게. 카르멘은 여기 자주 오거든.	번역완료	batch RowID 888-1087
929	Data/NPCData/092.EDT	35	480	Have you checked out the extreme fighting at the club? I'm sure, it's...something ya'd get into. Just tell Darren that Frank sent ya. He'll take care of everything.	클럽의 익스트림 격투는 봤어? 자네라면... 꽤 좋아할 것 같은데. 대런한테 프랭크가 보냈다고만 해. 알아서 다 해줄 거야.	번역완료	batch RowID 888-1087
930	Data/NPCData/092.EDT	36	480	If you haven't had the chance to see San Mona, I recommend you put aside some time to spend at the Shady Lady. Ask about the full massage. It includes a facial which you will not soon forget.	산모나 구경할 시간이 없었다면 셰이디 레이디에 한번 들러봐. '풀 마사지'를 물어봐. 쉽게 잊지 못할 '페이셜'도 포함돼 있지.	번역완료	batch RowID 888-1087
931	Data/NPCData/092.EDT	37	480	You're lucky you ran into me... Kingpin knows it was you who stole his money. If I was in your shoes, I'd give it back to him personally within the next 48 hours. Course, he'll want more than you took, but he might spare your life.	나 만난 걸 다행으로 알아... 킹핀은 네가 자기 돈을 훔친 걸 알고 있어. 나라면 앞으로 48시간 안에 직접 돌려주겠어. 물론 훔친 것보다 더 내놓으라 하겠지만, 목숨은 살려줄지도 모르지.	번역완료	batch RowID 888-1087
932	Data/NPCData/092.EDT	38	480	Kingpin has put the word out about ya. A friendly piece of bartender advice from someone who's known him for a long time, pay every last cent of it back before they come looking for ya.	킹핀이 네 얘기를 쫙 퍼뜨렸어. 그를 오래 봐온 바텐더로서 충고 하나 하지. 놈들이 널 찾으러 오기 전에 한 푼도 빠짐없이 갚아.	번역완료	batch RowID 888-1087
