Layer	Family	Path	Record	Offset	DecodedText
Data-1.13	MercEdt	Patch/Data-1.13/MercEdt/252.EDT	47	0x00005640	I'd say my greatest asset is my trustworthiness... I hope that's helpful.
Data-1.13	MercEdt	Patch/Data-1.13/MercEdt/252.EDT	48	0x00005820	I'm too scared to get fired again.
Data-1.13	MercEdt	Patch/Data-1.13/MercEdt/252.EDT	49	0x00005A00	We'll never be able to do the job now.
Data-1.13	MercEdt	Patch/Data-1.13/MercEdt/252.EDT	55	0x00006540	You need help with your counting! You do not have enough money.
Data-1.13	MercEdt	Patch/Data-1.13/MercEdt/252.EDT	56	0x00006720	You're a one bad apple!
Data-1.13	MercEdt	Patch/Data-1.13/MercEdt/252.EDT	57	0x00006900	That hurts.
Data-1.13	MercEdt	Patch/Data-1.13/MercEdt/252.EDT	58	0x00006AE0	I thought I could make it.
Data-1.13	MercEdt	Patch/Data-1.13/MercEdt/252.EDT	59	0x00006CC0	I'll have to get back in touch with you.
Data-1.13	NPCData	Patch/Data-1.13/NpcData/229.EDT	FILE		SIZE_NOT_MULTIPLE_OF_320
Data-1.13	MERCBIOS:bio	Patch/Data-1.13/BinaryData/MERCBIOS.EDT	40	0x0000AAA0	John Kulba, the Commando of Cleveland, Ohio - Grunt from the Great Lakes. Once a sharpshooter (in the reserves) and a commander (in the neighborhood watch), following his wife Mary's, he decided to live out his long dream of becoming a soldier of fortune.
